t,x_cmd,x_act,y_cmd,y_act,z_cmd,z_act,vx_cmd,vx_act,vy_cmd,vy_act,vz_cmd,vz_act,roll_cmd,roll_act,pitch_cmd,pitch_act,yaw_cmd,yaw_act,thrust_cmd,roll_rate_act,pitch_rate_act,yaw_rate_act
0.000911712646484375,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04762524401769042,-0.0,0.03839718750002794,0.00028747302712872624,0.1,0.310648649930954,3.141592653589793,-3.140486717224121,0.28505009760707617,0.0,0.0,-0.0
0.0061223506927490234,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.048121559834572857,-0.0,0.038430533141037476,0.00028747302712872624,0.1,0.310648649930954,3.141592653589793,-3.140486717224121,0.28524862393382916,0.0,0.0,-0.0
0.030148983001708984,-23.2979679107666,-0.0016015624860301614,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,0.01323242112994194,-3.0,-0.08879264444112778,-0.32015476746801796,0.0011499630054458976,-0.01958370647697369,-0.4903392791748047,0.039297100612724324,0.00030151804094202816,0.1,0.26546332240104675,3.141592653589793,-3.1404836177825928,0.2738334825907895,0.0017096777446568012,-4.454358100891113,0.0008011290337890387
0.0348508358001709,-23.2979679107666,-0.0016015624860301614,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,0.01323242112994194,-3.0,-0.08879264444112778,-0.3199921874969732,0.0011499630054458976,-0.05047122610137292,-0.4903392791748047,0.038409221854229264,0.00029573627398349345,0.1,0.22941206395626068,3.141592653589793,-3.1405255794525146,0.28618849044054917,-0.01036812737584114,-5.392992973327637,-0.00821317546069622
0.03950834274291992,-23.2979679107666,-0.0016015624860301614,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,0.01323242112994194,-3.0,-0.08879264444112778,-0.3199921874969732,0.0011499630054458976,-0.05091144919918083,-0.4903392791748047,0.0387849148119565,0.002535738982260227,0.1,0.17369244992733002,3.141592653589793,-3.140875816345215,0.2863645796796723,-0.2732405960559845,-4.853643894195557,-0.031187180429697037
0.04425239562988281,-23.2979679107666,-0.003320312360301614,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,0.005405273288488388,-3.0,-0.14880800247192383,-0.32041169957776455,0.0009220307692885399,0.11402384760611833,-0.6471575498580933,0.039242224473005925,0.002535738982260227,0.1,0.17369244992733002,3.141592653589793,-3.140875816345215,0.2203904609575527,-0.2732405960559845,-4.853643894195557,-0.031187180429697037
0.04897713661193848,-23.2979679107666,-0.003320312360301614,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,0.005405273288488388,-3.0,-0.14880800247192383,-0.3199999999953434,0.0009220307692885399,-0.0514076617746104,-0.6471575498580933,0.03794794476222822,0.002535738982260227,0.1,0.17369244992733002,3.141592653589793,-3.140875816345215,0.28656306470984416,-0.2732405960559845,-4.853643894195557,-0.031187180429697037
0.05350661277770996,-23.2979679107666,-0.005234374664723873,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,-0.0028076171875,-3.0,-0.17923402786254883,-0.3199999999953434,-1.7216187188751064e-05,0.1299031041610798,-0.7379601001739502,0.03666195922220815,0.005750653799623251,0.1,0.136307954788208,3.141592653589793,-3.1413869857788086,0.2140387583355681,-0.3810058534145355,-3.3430542945861816,-0.040180131793022156
0.058428287506103516,-23.2979679107666,-0.005234374664723873,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,-0.0028076171875,-3.0,-0.17923402786254883,-0.3199999999953434,-1.7216187188751064e-05,-0.05187517130391958,-0.7379601001739502,0.038767088873749474,0.009286918677389622,0.1,0.11483394354581833,3.141592653589793,3.1412789821624756,0.28675006852156787,-0.38620105385780334,-1.757397174835205,-0.03717948496341705
0.06283926963806152,-23.2979679107666,-0.005234374664723873,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,-0.0028076171875,-3.0,-0.17923402786254883,-0.3199999999953434,-1.7216187188751064e-05,-0.052285017880357165,-0.7379601001739502,0.03879531764058771,0.009286918677389622,0.1,0.11483394354581833,3.141592653589793,3.1412789821624756,0.2869140071521429,-0.38620105385780334,-1.757397174835205,-0.03717948496341705
0.06777596473693848,-23.2979679107666,-0.006601562257856131,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,-0.008261718787252903,-3.0,-0.18779000639915466,-0.3199999999953434,-0.0006064291228540242,0.05801251407417415,-0.7366736531257629,0.03756260983932468,0.011051708832383156,0.1,0.10875546187162399,3.141592653589793,3.1410467624664307,0.24279499437033036,-0.3556361198425293,-1.0772405862808228,-0.03344450145959854
0.0724327564239502,-23.2979679107666,-0.006601562257856131,-0.39990234375,9.765624417923391e-05,-0.03195800632238388,-0.008261718787252903,-3.0,-0.18779000639915466,-0.3199999999953434,-0.0006064291228540242,-0.052898459613233785,-0.7366736531257629,0.038785894048341145,0.011051708832383156,0.1,0.10875546187162399,3.141592653589793,3.1410467624664307,0.28715938384529355,-0.3556361198425293,-1.0772405862808228,-0.03344450145959854
0.07738542556762695,-23.2979679107666,-0.009140624664723873,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.01726074144244194,-3.0,-0.19281171262264252,-0.31959782951829824,-0.00113454251550138,0.12879893301199974,-0.6538069248199463,0.0368274563418197,0.014462484046816826,0.1,0.10567902773618698,3.141592653589793,3.1406991481781006,0.21448042679520013,-0.23553723096847534,-0.014932708814740181,-0.01909753307700157
0.08462285995483398,-23.2979679107666,-0.009140624664723873,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.01726074144244194,-3.0,-0.19281171262264252,-0.3199921874969732,-0.00113454251550138,-0.053563533916304605,-0.6538069248199463,0.0393441684631642,0.014462484046816826,0.1,0.10567902773618698,3.141592653589793,3.1406991481781006,0.28742541356652185,-0.23553723096847534,-0.014932708814740181,-0.01909753307700157
0.08945393562316895,-23.2979679107666,-0.011289061978459358,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.023955076932907104,-3.0,-0.19344796240329742,-0.3199921874969732,-0.001222439925186336,0.08490073832337725,-0.5491268038749695,0.03863759266404622,0.016256149858236313,0.1,0.10645674914121628,3.141592653589793,3.140596628189087,0.2320397046706491,-0.17513558268547058,0.09472750872373581,-0.008430728688836098
0.0940542221069336,-23.2979679107666,-0.011289061978459358,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.023955076932907104,-3.0,-0.19344796240329742,-0.3199921874969732,-0.001222439925186336,-0.0540851875880053,-0.5491268038749695,0.038848863002493406,0.017575718462467194,0.1,0.10655616968870163,3.141592653589793,3.1405744552612305,0.2876340750352021,-0.13917659223079681,-0.058357108384370804,0.0005151201039552689
0.09876799583435059,-23.2979679107666,-0.012929687276482582,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.02822265587747097,-3.0,-0.19197218120098114,-0.3199921874969732,-0.0009900860022753477,0.036236425132808364,-0.44941747188568115,0.03939974503875578,0.017575718462467194,0.1,0.10655616968870163,3.141592653589793,3.1405744552612305,0.2515054299468767,-0.13917659223079681,-0.058357108384370804,0.0005151201039552689
0.10347270965576172,-23.2979679107666,-0.012929687276482582,-0.39990234375,8.789062121650204e-05,-0.03195800632238388,-0.02822265587747097,-3.0,-0.19197218120098114,-0.3199921874969732,-0.0009900860022753477,-0.05472299065533723,-0.44941747188568115,0.038936835819662285,0.017575718462467194,0.1,0.10655616968870163,3.141592653589793,3.1405744552612305,0.2878891962621349,-0.13917659223079681,-0.058357108384370804,0.0005151201039552689
0.10793137550354004,-23.2979679107666,-0.015351561829447746,-0.39990234375,7.812499825377017e-05,-0.03195800632238388,-0.03274902328848839,-3.0,-0.19084598124027252,-0.3195463236488883,-0.0007995504420250654,0.04662082696483513,-0.31543463468551636,0.038361963879028085,0.018903598189353943,0.1,0.10348200052976608,3.141592653589793,3.140585422515869,0.24735166921406596,-0.12319333851337433,-0.3754894733428955,0.008438773453235626
