t,x_cmd,x_act,y_cmd,y_act,z_cmd,z_act,vx_cmd,vx_act,vy_cmd,vy_act,vz_cmd,vz_act,roll_cmd,roll_act,pitch_cmd,pitch_act,yaw_cmd,yaw_act,roll_rate_act,pitch_rate_act,yaw_rate_act
0.0016558170318603516,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03839718750002794,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.008909225463867188,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03844360591395762,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.013828039169311523,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03847508401597856,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.018694400787353516,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03850622644922704,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.023862838745117188,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03853930202945146,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.028274059295654297,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.038567531773215286,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.033126115798950195,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.038598582660434914,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.037840843200683594,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03862875470577756,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.04244351387023926,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03865820964056087,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
0.046854496002197266,-23.2979679107666,-0.00046874998952262104,-0.39990234375,6.83593752910383e-05,-0.03195800632238388,0.020546874031424522,-3.0,0.0,-0.3199765625002329,0.0,-0.04200390428304673,-0.0,0.03868643785855754,0.00028937202296219766,0.35,0.31064486503601074,3.141592653589793,-3.140475273132324,0.0,0.0,-0.0
